init_node	term_node	capacity	length	free_flow_time	b	power	speed	toll	link_type
1	183	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
1	294	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
1	296	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
1	297	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
2	187	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
2	242	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
2	243	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
2	245	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
3	200	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
3	235	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
3	318	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
3	320	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
4	67	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
4	153	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
4	156	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
4	304	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
5	169	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
5	170	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
5	181	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
5	184	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
6	173	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
6	177	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
6	331	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
6	333	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
7	278	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
7	280	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
7	281	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
7	340	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
8	145	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
8	325	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
8	327	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
8	328	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
9	237	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
9	288	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
9	289	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
9	290	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
10	295	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
10	298	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
10	299	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
10	301	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
11	236	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
11	295	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
11	300	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
11	310	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
12	71	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
12	93	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
12	96	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
12	135	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
13	73	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
13	75	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
13	77	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
13	78	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
14	122	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
14	123	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
14	186	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
14	187	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
15	122	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
15	123	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
15	124	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
15	125	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
16	100	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
16	102	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
16	104	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
16	106	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
17	219	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
17	220	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
17	224	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
17	225	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
18	49	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
18	50	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
18	57	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
18	230	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
19	143	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
19	144	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
19	146	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
19	350	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
20	52	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
20	53	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
20	144	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
20	152	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
21	131	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
21	136	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
21	238	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
21	284	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
22	130	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
22	132	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
22	134	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
22	139	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
23	131	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
23	136	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
23	137	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
23	284	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
24	97	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
24	99	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
24	131	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
24	133	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
25	135	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
25	139	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
25	140	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
25	166	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
26	249	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
26	251	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
26	254	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
26	283	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
27	68	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
27	85	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
27	251	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
27	255	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
28	68	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
28	69	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
28	70	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
28	107	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
29	252	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
29	264	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
29	265	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
29	266	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
30	257	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
30	258	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
30	260	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
30	341	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
31	110	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
31	111	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
31	119	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
31	141	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
32	100	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
32	157	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
32	158	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
32	159	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
33	39	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
33	174	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
33	178	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
33	273	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
34	139	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
34	140	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
34	160	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
34	166	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
35	268	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
35	282	999999.0	0.0	0.0	0.0	4.0	0.0	0.0	0
